Title,Writer,Publisher,Run,Read,Random Comic,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
My Hero Academia,"Horikoshi, Kohei",Manga,22.0,False,,,,,,,,,,,My Hero Academia
My Heroes Have Always Been Junkies,"Brubaker, Ed",Image,4.0,False,,,,,,,,,,,My Heroes Have Always Been Junkies
Mystique,"Vaughan, Brian K.",Marvel,24.0,False,,,,,,,,,,,Mystique
Mythic,"Hester, Philip",Image,8.0,False,,,,,,,,,,,Mythic
Nailbiter,"Williamson, Joshua",Image,31.0,False,,,,,,,,,,,Nailbiter
"Nameless City, The","Hicks, Faith Erin",First Second,30.0,False,,,,,,,,,,,The Nameless City
Nancy Drew,"Thompson, Kelly",Dynamite,5.0,False,,,,,,,,,,,Nancy Drew
"Nao of Brown, The","Dillon, Glyn",Harry N. Abrams,8.0,False,,,,,,,,,,,The Nao of Brown
Nausicaä of the Valley of the Wind,"Miyazaki, Hayao",Manga,7.0,False,,,,,,,,,,,Nausicaä of the Valley of the Wind
Nemo Trilogy,"Moore, Alan",Topshelf,6.0,False,,,,,,,,,,,Nemo Trilogy
New Avengers,"Ewing, Al",Marvel,18.0,False,,,,,,,,,,,New Avengers
New Avengers + Illuminati,"Bendis, Brian",Marvel,108.0,False,,,,,,,,,,,New Avengers + Illuminati
"New Gods (2025), The",,,,,,,,,,,,,,,The New Gods (2025)
New Super-Man,"Yang, Gene Luen",DC,24.0,False,,,,,,,,,,,New Super-Man
New Teen Titans,"Wolfman, Marv",DC,182.0,False,,,,,,,,,,,New Teen Titans
New Warriors,"Yost, Christopher",Marvel,12.0,False,,,,,,,,,,,New Warriors
New X-Men,"Kyle, Craig",Marvel,6.0,False,,,,,,,,,,,New X-Men
New X-Men,"Morrison, Grant",Marvel,42.0,False,,,,,,,,,,,New X-Men
Nextwave: Agents of H.A.T.E.,"Ellis, Warren",Marvel,12.0,False,,,,,,,,,,,Nextwave: Agents of H.A.T.E.
Nexus,"Baron, Mike",Dark Horse,136.0,False,,,,,,,,,,,Nexus
Nick Fury,"Steranko, Jim",Marvel,18.0,False,,,,,,,,,,,Nick Fury
Nick Fury,"Robinson, James",Marvel,6.0,False,,,,,,,,,,,Nick Fury
Nighthawk,"Walker, David F.",Marvel,6.0,False,,,,,,,,,,,Nighthawk
"Nightly News, The","Hickman, Jonathan",Image,6.0,False,,,,,,,,,,,The Nightly News
Nights,,,,,,,,,,,,,,,Nights
Nightwing,"Dixon, Chuck",DC,80.0,False,,,,,,,,,,,Nightwing
Nightwing Vol 7,,,,,,,,,,,,,,,Nightwing Vol 7
Nightwing: A Knight in Bludhaven,"O'Neil, Denny",DC,4.0,False,,,,,,,,,,,Nightwing: A Knight in Bludhaven
Nightwing: Renegade,"Grayson, Devin",DC,52.0,False,,,,,,,,,,,Nightwing: Renegade
Niourk,"Wul, Stefan",Dark Horse,7.0,False,,,,,,,,,,,Niourk
No Hero,"Ellis, Warren",Avatar Press,7.0,False,,,,,,,,,,,No Hero
Nonplayer,"Simpson, Nate",Image,2.0,False,,,,,,,,,,,Nonplayer
Northlanders,"Wood, Brian",Vertigo,50.0,False,,,,,,,,,,,Northlanders
Nova,"Loveness, Jeff",Marvel,7.0,False,,,,,,,,,,,Nova
Nowhere Men,"Stephenson, Eric",Image,11.0,False,,,,,,,,,,,Nowhere Men
Nyx (2024),,,,,,,,,,,,,,,Nyx (2024)
Nyx Vol 1: What Comes Next Will Be Marvelous,,,,,,,,,,,,,,,Nyx Vol 1: What Comes Next Will Be Marvelous
Occupy Comics,Various,Black Mask,3.0,False,,,,,,,,,,,Occupy Comics
"Old Guard, The","Rucka, Greg",Image,5.0,False,,,,,,,,,,,The Old Guard
Omega Men,"King, Tom",DC,12.0,False,,,,,,,,,,,Omega Men
One Dirty Tree,"Van Sciver, Noah",Uncivilized Books,5.0,False,,,,,,,,,,,One Dirty Tree
One Piece,"Ota, Eiichiro",Manga,92.0,False,,,,,,,,,,,One Piece
One Punch Man,ONE,Manga,19.0,False,,,,,,,,,,,One Punch Man
One World Under Doom,,,,,,,,,,,,,,,One World Under Doom
One! Hundred! Demons!,"Barry, Lynda",Drawn and Quarterly,12.0,False,,,,,,,,,,,One! Hundred! Demons!
Onward Towards our Noble Deaths,"Mizuki, Shigeru",Manga,1.0,False,,,,,,,,,,,Onward Towards our Noble Deaths
Orc Stain,"Stokoe, James",Image,7.0,False,,,,,,,,,,,Orc Stain
Orion,"Simonson, Walt",DC,25.0,False,,,,,,,,,,,Orion
Paper Girls,"Vaughan, Brian K.",Image,30.0,False,,,,,,,,,,,Paper Girls
Patience,"Clowes, Daniel",Fantagraphics,7.0,False,,,,,,,,,,,Patience
Pax Romana,"Hickman, Jonathan",Image,4.0,False,,,,,,,,,,,Pax Romana
Persepolis,"Satrapi, Marjane",Pantheon,14.0,False,,,,,,,,,,,Persepolis
Peter Cannon: Thunderbolt,"Gillen, Kieron",Dynamite,5.0,False,,,,,,,,,,,Peter Cannon: Thunderbolt
Peter Parker: The Spectacular Spider-Man,"Zdarsky, Chip",Marvel,23.0,False,,,,,,,,,,,Peter Parker: The Spectacular Spider-Man
Phoenix Vol 1: Orbital Resonance,,,,,,,,,,,,,,,Phoenix Vol 1: Orbital Resonance
Phonogram,"Gillen, Kieron",Image,19.0,False,,,,,,,,,,,Phonogram
Planet Hulk,"Pak, Greg",Marvel,20.0,False,,,,,,,,,,,Planet Hulk
Planetary,"Ellis, Warren",Wildstorm,35.0,False,,,,,,,,,,,Planetary
Planetoid,"Garing, Ken",Image,13.0,False,,,,,,,,,,,Planetoid
Plastic Man,"Baker, Kyle",DC,20.0,False,,,,,,,,,,,Plastic Man
Plastic Man,"Simone, Gail",DC,6.0,False,,,,,,,,,,,Plastic Man
Plastic: Deaath & Dolls Collected,,,,,,,,,,,,,,,Plastic: Deaath & Dolls Collected
Pluto,"Urasawa, Naoki",Manga,8.0,False,,,,,,,,,,,Pluto
Plutona,"Lemire, Jeff",Image,5.0,False,,,,,,,,,,,Plutona
Pogo,"Kelly, Walt",Fantagraphics,66.0,False,,,,,,,,,,,Pogo
Polar Vortex,,,,,,,,,,,,,,,Polar Vortex
"Power Fantasy, The",,,,,,,,,,,,,,,The Power Fantasy
Power Girl,"Palmiotti, Jimmy",DC,27.0,False,,,,,,,,,,,Power Girl
Power Rangers: Prime (2024),,,,,,,,,,,,,,,Power Rangers: Prime (2024)
Powers,"Bendis, Brian",Icon,97.0,False,,,,,,,,,,,Powers
Preacher,"Ennis, Garth",Vertigo,75.0,False,,,,,,,,,,,Preacher
Pride of Baghdad,"Vaughan, Brian K.",Vertigo,5.0,False,,,,,,,,,,,Pride of Baghdad
"Prince and the Dressmaker, The","Wang, Jen",First Second,12.0,False,,,,,,,,,,,The Prince and the Dressmaker
Promethea,"Moore, Alan",DC,32.0,False,,,,,,,,,,,Promethea
"Promised Neverland, The","Shirai, Kaiu",Manga,13.0,False,,,,,,,,,,,The Promised Neverland
Prophet,"Graham, Brandon",Image,53.0,False,,,,,,,,,,,Prophet
Providence,"Moore, Alan",Avatar Press,12.0,False,,,,,,,,,,,Providence
Prowler (2017),"Ryan, Sean",Marvel,6.0,False,,,,,,,,,,,Prowler (2017)
"Psycho, The","Hudnall, James",DC,8.0,False,,,,,,,,,,,The Psycho
Puerto Rico Strong,Various,Lion Forge,8.0,False,,,,,,,,,,,Puerto Rico Strong
Punisher,"Ennis, Garth",Marvel,130.0,False,,,,,,,,,,,Punisher
Punisher,"Remender, Rick",Marvel,22.0,False,,,,,,,,,,,Punisher
Punisher Platoon,"Ennis, Garth",Marvel,6.0,False,,,,,,,,,,,Punisher Platoon
"Punisher: Frank Castle MAX, The",,,,,,,,,,,,,,,The Punisher: Frank Castle MAX
Punk Rock Jesus,"Murphey, Sean",Vertigo,6.0,False,,,,,,,,,,,Punk Rock Jesus
Punk Rock Karaoke,,,,,,,,,,,,,,,Punk Rock Karaoke
Putty Pygmailion,,,,,,,,,,,,,,,Putty Pygmailion
Queen and Country,"Rucka, Greg",Oni Press,32.0,False,,,,,,,,,,,Queen and Country
Question,"O'Neil, Denny",DC,42.0,False,,,,,,,,,,,Question
"Question, The","Rucka, Greg",DC,4.0,False,,,,,,,,,,,The Question
Rachel Rising,"Moore, Terry",Abstract Studio,42.0,False,,,,,,,,,,,Rachel Rising
Ragnarok,"Simonson, Walt",IDW,12.0,False,,,,,,,,,,,Ragnarok
Rare Flavors,,,,,,,,,,,,,,,Rare Flavors
Ravine,"Marz, Ron",Image,12.0,False,,,,,,,,,,,Ravine
Record of Ragnarok,"Umemura, Shinya",Manga,8.0,False,,,,,,,,,,,Record of Ragnarok
Red Lanterns,"Soule, Charles",DC,42.0,False,,,,,,,,,,,Red Lanterns
Red Sonja,"Chu, Amy",Dynamite,27.0,False,,,,,,,,,,,Red Sonja
Red Sonja,"Simone, Gail",Dynamite,26.0,False,,,,,,,,,,,Red Sonja
Red Sonja/Tarzan,"Simone, Gail",Dynamite,6.0,False,,,,,,,,,,,Red Sonja/Tarzan
Redcoat Vol 1,,,,,,,,,,,,,,,Redcoat Vol 1
Redman: The Kaiju Hunter,"Frank, Matt",Night Shining,10.0,False,,,,,,,,,,,Redman: The Kaiju Hunter
Requiem Vampire Knights,"Mills, Pat",Rebellion Developments,11.0,False,,,,,,,,,,,Requiem Vampire Knights
"Ribbon Queen, The",,,,,,,,,,,,,,,The Ribbon Queen
Rising Stars,"Straczynski, J. Michael",Image,26.0,False,,,,,,,,,,,Rising Stars
Robin,"Dixon, Chuck",DC,130.0,False,,,,,,,,,,,Robin
Robocop vs Terminator,"Miller, Frank",Dark Horse,4.0,False,,,,,,,,,,,Robocop vs Terminator
Rock Candy Mountain,"Starks, Kyle",Image,8.0,False,,,,,,,,,,,Rock Candy Mountain
Rocket Girl,"Montclaire, Brandon",Image,10.0,False,,,,,,,,,,,Rocket Girl
Rocket Raccoon: Grounded,"Rosenberg, Matthew",Marvel,5.0,False,,,,,,,,,,,Rocket Raccoon: Grounded
ROM: Spaceknight,"Mantlo, Bill",Marvel,79.0,False,,,,,,,,,,,ROM: Spaceknight
Rose,"Finch, Meredith",Image,17.0,False,,,,,,,,,,,Rose
Royal City,"Lemire, Jeff",Image,14.0,False,,,,,,,,,,,Royal City
Royals,"Ewing, Al",Marvel,12.0,False,,,,,,,,,,,Royals
Runaways,"Vaughan, Brian K.",Marvel,51.0,False,,,,,,,,,,,Runaways
S.H.E.I.L.D.,"Hickman, Jonathan",Marvel,12.0,False,,,,,,,,,,,S.H.E.I.L.D.
S.W.O.R.D.,"Gillen, Kieron",Marvel,5.0,False,,,,,,,,,,,S.W.O.R.D.
Sabrina,"Drnaso, Nick",Drawn and Quarterly,8.0,False,,,,,,,,,,,Sabrina
Safe Area Gorazde,"Sacco, Joe",Fantagraphics,10.0,False,,,,,,,,,,,Safe Area Gorazde
Saga,"Vaughan, Brian K.",Image,54.0,False,,,,,,,,,,,Saga
Samurai Deeper Kyo,"Kamijyo, Akimine",Manga,38.0,False,,,,,,,,,,,Samurai Deeper Kyo
"Sandman #1 - #49, The","Gaiman, Neil",Vertigo,49.0,True,,,,,,,,,,,The Sandman #1 - #49
"Sandman #50 - #75, The","Gaiman, Neil",Vertigo,26.0,True,,,,,,,,,,,The Sandman #50 - #75
"Sandman Presents: Thessaly - Witch for Hire, The","Willingham, Bill",Vertigo,5.0,True,,,,,,,,,,,The Sandman Presents: Thessaly - Witch for Hire
Sandman: Midnight Theatre + Mystery Theatre,"Wagner, Matt",Vertigo,74.0,True,,,,,,,,,,,Sandman: Midnight Theatre + Mystery Theatre
"Sandman: Overture, The","Gaiman, Neil",Vertigo,6.0,True,,,,,,,,,,,The Sandman: Overture
Sara,"Ennis, Garth",TKO Studios,8.0,False,,,,,,,,,,,Sara
Satellite Sam,"Fraction, Matt",Image,15.0,False,,,,,,,,,,,Satellite Sam
Scalped,"Aaron, Jason",Vertigo,60.0,False,,,,,,,,,,,Scalped
Scalped Vol 2,,,,,,,,,,,,,,,Scalped Vol 2
Scarlet,"Bendis, Brian",Icon,10.0,False,,,,,,,,,,,Scarlet
Scarlet Spider,"Yost, Christopher",Marvel,25.0,False,,,,,,,,,,,Scarlet Spider
Scooby Apocalypse,"DeMatteis, J.M.",DC,36.0,False,,,,,,,,,,,Scooby Apocalypse
Scott Pilgrim,"O'Malley, Brian Lee",Oni Press,6.0,False,,,,,,,,,,,Scott Pilgrim
SCUD: The Disposable Assassin,"Schrab, Rob",Image,55.0,False,,,,,,,,,,,SCUD: The Disposable Assassin
"Sculptor, The","McCloud, Scott",First Second,20.0,False,,,,,,,,,,,The Sculptor
Secret Avengers,"Ellis, Warren",Marvel,5.0,False,,,,,,,,,,,Secret Avengers
Secret Avengers,"Kot, Ales",Marvel,16.0,False,,,,,,,,,,,Secret Avengers
Secret Avengers,"Remender, Rick",Marvel,37.0,False,,,,,,,,,,,Secret Avengers
Secret Six,"Simone, Gail",DC,50.0,False,,,,,,,,,,,Secret Six
Secret War,"Bendis, Brian",Marvel,5.0,False,,,,,,,,,,,Secret War
Secret Warriors,"Rosenberg, Matthew",Marvel,12.0,False,,,,,,,,,,,Secret Warriors
Secret Warriors,"Hickman, Jonathan",Marvel,29.0,False,,,,,,,,,,,Secret Warriors
Secret Wars,"Hickman, Jonathan",Marvel,10.0,False,,,,,,,,,,,Secret Wars
"Seeds, The","Nocenti, Ann",Dark Horse,2.0,False,,,,,,,,,,,The Seeds
Self Esteem and the End of the World,,,,,,,,,,,,,,,Self Esteem and the End of the World
Sentry,"Jenkins, Paul",Marvel,18.0,False,,,,,,,,,,,Sentry
Sentry,"Lemire, Jeff",Marvel,5.0,False,,,,,,,,,,,Sentry
Seven to Eternity,"Remender, Rick",Image,13.0,False,,,,,,,,,,,Seven to Eternity
Severed,"Snyder, Scott",Image,7.0,False,,,,,,,,,,,Severed
Sex,"Casey, Joe",Image,34.0,False,,,,,,,,,,,Sex
Sex Criminals,"Fraction, Matt",Image,25.0,False,,,,,,,,,,,Sex Criminals
Shade the Changing Girl,"Castellucci, Cecil",DC,13.0,False,,,,,,,,,,,Shade the Changing Girl
Shade the Changing Man,"Milligan, Peter",Vertigo,70.0,False,,,,,,,,,,,Shade the Changing Man
"Shadow Hero, The","Yang, Gene Luen",First Second,7.0,False,,,,,,,,,,,The Shadow Hero
Shadow Star,"Kitoh, Mohiro",Manga,12.0,False,,,,,,,,,,,Shadow Star
"Shadow, The","Spurrier, Simon",Dynamite,12.0,False,,,,,,,,,,,The Shadow
Shazam!: The Monster Society of Evil,"Smith, Jeff",DC,4.0,False,,,,,,,,,,,Shazam!: The Monster Society of Evil
She-Hulk,"Slott, Dan",Marvel,33.0,False,,,,,,,,,,,She-Hulk
Sheriff of Babylon,"King, Tom",Vertigo,12.0,False,,,,,,,,,,,Sheriff of Babylon
Shipwreck,"Ellis, Warren",Aftershock,6.0,False,,,,,,,,,,,Shipwreck
Shirtless Bear Fighter,"LeHeup, Jody",Image,5.0,False,,,,,,,,,,,Shirtless Bear Fighter
Shutter,"Keatinge, Joe",Image,30.0,False,,,,,,,,,,,Shutter
Sideways,"DiDio, Dan",DC,13.0,False,,,,,,,,,,,Sideways
Silk,"Thompson, Robbie",Marvel,34.0,False,,,,,,,,,,,Silk
Silver Surfer,"Slott, Dan",Marvel,29.0,False,,,,,,,,,,,Silver Surfer
Silver Surfer: Black,,,,,,,,,,,,,,,Silver Surfer: Black
Silver Surfer: Parable,Moebius,Marvel,6.0,False,,,,,,,,,,,Silver Surfer: Parable
Sinestro,"Bunn, Cullen",DC,23.0,False,,,,,,,,,,,Sinestro
Single Mothering,,,,,,,,,,,,,,,Single Mothering
Singularity,,,,,,,,,,,,,,,Singularity
Skullkickers,"Zub, Jim",Image,40.0,False,,,,,,,,,,,Skullkickers
Slaine: The Horned God,"Mills, Pat",Rebellion Developments,6.0,False,,,,,,,,,,,Slaine: The Horned God
Slam Dunk,"Inoue, Takehiko",Manga,31.0,False,,,,,,,,,,,Slam Dunk
Sleeper,"Brubaker, Ed",Wildstorm,24.0,False,,,,,,,,,,,Sleeper
"Smell of Starving Boys, The","Phang, Loo Hui",SelfMadeHero,5.0,False,,,,,,,,,,,The Smell of Starving Boys
Snapshot,"Diggle, Andy",Image,4.0,False,,,,,,,,,,,Snapshot
Solanin,"Asano, Ino",Manga,2.0,False,,,,,,,,,,,Solanin
Solo,Various,DC,12.0,False,,,,,,,,,,,Solo
Space Ghost,,,,,,,,,,,,,,,Space Ghost
Speak: The Graphic Novel,"Anderson, Laurie","Farrar, Straus, Giroux",15.0,False,,,,,,,,,,,Speak: The Graphic Novel
"Spectacular Spidermen Vol 2, The",,,,,,,,,,,,,,,The Spectacular Spidermen Vol 2
"Spectre, The","Ostrander, John",DC,64.0,False,,,,,,,,,,,The Spectre
"Spider King, The","Vann, Josh",IDW,5.0,False,,,,,,,,,,,The Spider King
Spider-Man,"David, Peter",Marvel,100.0,False,,,,,,,,,,,Spider-Man
Spider-Man,"Straczynski, J. Michael",Marvel,79.0,False,,,,,,,,,,,Spider-Man
Spider-Man: Blue,"Loeb, Jeph",Marvel,6.0,False,,,,,,,,,,,Spider-Man: Blue
Spider-Man: Hooky,"Putney, Susan K.",Marvel,2.0,False,,,,,,,,,,,Spider-Man: Hooky
Spider-Man: Life Story,"Zdarsky, Chip",Marvel,6.0,False,,,,,,,,,,,Spider-Man: Life Story
Spider-Man/Deadpool,"Thompson, Robbie",Marvel,50.0,False,,,,,,,,,,,Spider-Man/Deadpool
Spider-Man/Doctor Octopus: Negative Exposure,"Vaughan, Brian K.",Marvel,5.0,False,,,,,,,,,,,Spider-Man/Doctor Octopus: Negative Exposure
Spider-Woman,"Hopeless, Dennis",Marvel,10.0,False,,,,,,,,,,,Spider-Woman
Spider-Woman Agent of S.W.O.R.D.,"Bendis, Brian",Marvel,7.0,False,,,,,,,,,,,Spider-Woman Agent of S.W.O.R.D.
Spirit Circle,"Mizukami, Satoshi",Manga,6.0,False,,,,,,,,,,,Spirit Circle
"Spirit, The","Eisner, Will",Dynamite,32.0,False,,,,,,,,,,,The Spirit
Squadron Supreme,"Straczynski, J. Michael",Marvel,30.0,False,,,,,,,,,,,Squadron Supreme
Star Wars (2015),"Gillen, Kieron",Marvel,29.0,False,,,,,,,,,,,Star Wars (2015)
Star Wars Legends: Legacy,"Ostrander, John",Marvel,58.0,False,,,,,,,,,,,Star Wars Legends: Legacy
Star Wars: Darth Vader,"Gillen, Kieron",Marvel,25.0,False,,,,,,,,,,,Star Wars: Darth Vader
Star Wars: Doctor Aphra,"Gillen, Keiron",Marvel,20.0,False,,,,,,,,,,,Star Wars: Doctor Aphra
Star Wars: Doctor Aphra,"Spurrier, Simon",Marvel,21.0,False,,,,,,,,,,,Star Wars: Doctor Aphra
Star Wars: Han Solo,"Liu, Marjorie",Marvel,5.0,False,,,,,,,,,,,Star Wars: Han Solo
Star Wars: Inquisitors,,,,,,,,,,,,,,,Star Wars: Inquisitors
Star Wars: KotOR,"Miller, John Jackson",Marvel,55.0,False,,,,,,,,,,,Star Wars: KotOR
Starfinder: Angels of the Drift,,,,,,,,,,,,,,,Starfinder: Angels of the Drift
Starman,"Robinson, James",DC,92.0,False,,,,,,,,,,,Starman
Starstruck,"Lee, Elaine",IDW,25.0,False,,,,,,,,,,,Starstruck
Storm (2024),,,,,,,,,,,,,,,Storm (2024)
Stranger Things Vol 4 Library Edition,,,,,,,,,,,,,,,Stranger Things Vol 4 Library Edition
Strangers in Paradise,"Moore, Terry",Abstract Studio,103.0,False,,,,,,,,,,,Strangers in Paradise
Stray Bullets,"Lapham, David",Image,89.0,False,,,,,,,,,,,Stray Bullets
Stray Toasters,"Sienkiewicz, Bill",Epic,4.0,False,,,,,,,,,,,Stray Toasters
Street Fighter Legends,"Zub, Jim",UDON,8.0,False,,,,,,,,,,,Street Fighter Legends
Submariner: The Depths,"Milligan, Peter",Marvel,5.0,False,,,,,,,,,,,Submariner: The Depths
Suicide Risk,"Carey, Mike",Boom!,25.0,False,,,,,,,,,,,Suicide Risk
"Summit of the Gods, The","Yumemakura, Baku",Manga,5.0,False,,,,,,,,,,,The Summit of the Gods
Sunny,"Matsumoto, Taiyo",Manga,6.0,False,,,,,,,,,,,Sunny
Sunstone,"Sejic, Stjepan",Image,33.0,False,,,,,,,,,,,Sunstone
Super Sons,"Tomasi, Peter J.",DC,16.0,False,,,,,,,,,,,Super Sons
Supergirl,"Andreyko, Marc",DC,17.0,False,,,,,,,,,,,Supergirl
Supergirl,"David, Peter",DC,84.0,False,,,,,,,,,,,Supergirl
Supergirl,"Green, Michael",DC,40.0,False,,,,,,,,,,,Supergirl
Supergods,"Morrison, Grant",Avatar Press,35.0,False,,,,,,,,,,,Supergods
Superior Foes of Spider-Man,"Spencer, Nick",Marvel,17.0,False,,,,,,,,,,,Superior Foes of Spider-Man
"Superior Spider-Man, The","Gage, Christos",Marvel,12.0,False,,,,,,,,,,,The Superior Spider-Man
Superman,"Tomasi, Peter J.",DC,50.0,False,,,,,,,,,,,Superman
Superman (2023),,,,,,,,,,,,,,,Superman (2023)
Superman Adventures,"McCloud, Scott",DC,13.0,False,,,,,,,,,,,Superman Adventures
Superman: American Alien,"Landis, Max",DC,7.0,False,,,,,,,,,,,Superman: American Alien
Superman: Birthright,"Waid, Mark",DC,12.0,False,,,,,,,,,,,Superman: Birthright
Superman: Brainiac,"Johns, Geoff",DC,12.0,False,,,,,,,,,,,Superman: Brainiac
Superman: Red Son,"Millar, Mark",DC,3.0,False,,,,,,,,,,,Superman: Red Son
Superman: Secret Identity,"Busiek, Kurt",DC,4.0,False,,,,,,,,,,,Superman: Secret Identity
Superman: Speeding Bullets,"DeMatteis, J.M.",DC,2.0,False,,,,,,,,,,,Superman: Speeding Bullets
Superman: Strength,"McCloud, Scott",DC,6.0,False,,,,,,,,,,,Superman: Strength
Superman: Whatever Happened to the Man of Tomorrow,"Moore, Alan",DC,5.0,False,,,,,,,,,,,Superman: Whatever Happened to the Man of Tomorrow
Superman/Shazam!: First Thunder,"Winick, Judd",DC,4.0,False,,,,,,,,,,,Superman/Shazam!: First Thunder
Superwoman,"Jimenez, Phil",DC,18.0,False,,,,,,,,,,,Superwoman
Supreme,"Moore, Alan",Image,27.0,False,,,,,,,,,,,Supreme
Swamp Thing,"Moore, Alan",DC,44.0,False,,,,,,,,,,,Swamp Thing
Swamp Thing,"Veitch, Rick",DC,27.0,False,,,,,,,,,,,Swamp Thing
Swamp Thing,"Snyder, Scott",DC,24.0,False,,,,,,,,,,,Swamp Thing
Swamp Thing,"Soule, Charles",DC,26.0,False,,,,,,,,,,,Swamp Thing
Swan Songs,,,,,,,,,,,,,,,Swan Songs
Sweet Tooth,"Lemire, Jeff",Vertigo,40.0,False,,,,,,,,,,,Sweet Tooth
"Sword, The",Luna Brothers,Image,24.0,False,,,,,,,,,,,The Sword
Takio,"Bendis, Brian",Icon,8.0,False,,,,,,,,,,,Takio
Tank Girl,"Martin, Alan",Titan,27.0,False,,,,,,,,,,,Tank Girl
Teen Titans,"Johns, Geoff",DC,56.0,False,,,,,,,,,,,Teen Titans
Teenage Mutant Ninja Turtles (2024),,,,,,,,,,,,,,,Teenage Mutant Ninja Turtles (2024)
Tender,,,,,,,,,,,,,,,Tender
"Terrible Elisabeth Dumn Against the Devils in Suits, The","Oliveira, Arabson",Image,1.0,False,,,,,,,,,,,The Terrible Elisabeth Dumn Against the Devils in Suits
"Terrifics, The","Lemire, Jeff",DC,14.0,False,,,,,,,,,,,The Terrifics
Terry Moore's Echo,"Moore, Terry",Abstract Studio,30.0,False,,,,,,,,,,,Terry Moore's Echo
Tetris: The Games People Play,"Brown, Box",First Second,10.0,False,,,,,,,,,,,Tetris: The Games People Play
Thanos,"Lemire, Jeff",Marvel,19.0,False,,,,,,,,,,,Thanos
Thief of Thieves,"Kirkman, Robert",Image,42.0,False,,,,,,,,,,,Thief of Thieves
Thor,"Simonson, Walt",Marvel,70.0,False,,,,,,,,,,,Thor
Thor,"Straczynski, J. Michael",Marvel,16.0,False,,,,,,,,,,,Thor
Thor Saga,"Aaron, Jason",Marvel,94.0,False,,,,,,,,,,,Thor Saga
Three,"Gillen, Kieron",Image,7.0,False,,,,,,,,,,,Three
Through the Woods,"Carroll, Emily",Margaret K. McElderry Books,8.0,False,,,,,,,,,,,Through the Woods
Thumb Print,"Hill, Joe",IDW,3.0,False,,,,,,,,,,,Thumb Print
Thunderbolts,"Ellis, Warren",Marvel,22.0,False,,,,,,,,,,,Thunderbolts
Thunderbolts,"Busiek, Kurt",Marvel,43.0,False,,,,,,,,,,,Thunderbolts
Thunderbolts,"Gage, Christos",Marvel,7.0,False,,,,,,,,,,,Thunderbolts
Toil and Trouble,"Scott, Mairghread",Boom!,6.0,False,,,,,,,,,,,Toil and Trouble
Tokyo Ghost,"Remender, Rick",Image,10.0,False,,,,,,,,,,,Tokyo Ghost
Tokyo Ghoul,"Ishida, Sui",Manga,14.0,False,,,,,,,,,,,Tokyo Ghoul
Tokyo Tarareba Girls,"Higashimura, Akiko",Manga,9.0,False,,,,,,,,,,,Tokyo Tarareba Girls
Tokyo These Days,,,,,,,,,,,,,,,Tokyo These Days
Tom Strong,"Moore, Alan",ABC,50.0,False,,,,,,,,,,,Tom Strong
Too Much Coffee Man,Wheeler Shannon,Dark Horse,24.0,False,,,,,,,,,,,Too Much Coffee Man
Top 10,"Moore, Alan",ABC,20.0,False,,,,,,,,,,,Top 10
Tower of God,"Jong-hui, Lee",Webtoon,3.0,False,,,,,,,,,,,Tower of God
Transformers '84,Various,Marvel,250.0,False,,,,,,,,,,,Transformers '84
Transformers (2023),,,,,,,,,,,,,,,Transformers (2023)
Transformers: All Hail Megatron,"McCarthy, Shane",IDW,16.0,False,,,,,,,,,,,Transformers: All Hail Megatron
Transformers: Autocracy,"Metzen, Chris",IDW,5.0,False,,,,,,,,,,,Transformers: Autocracy
Transformers: Death of Optimus Prime,"Roberts, James",IDW,1.0,False,,,,,,,,,,,Transformers: Death of Optimus Prime
Transformers: Last Stand of the Wreckers,"Roberts, James",IDW,85.0,False,,,,,,,,,,,Transformers: Last Stand of the Wreckers
Transformers: Megatron Origins,"Holmes, Eric",IDW,4.0,False,,,,,,,,,,,Transformers: Megatron Origins
Transformers: Monstrosity,"Metzen, Chris",IDW,4.0,False,,,,,,,,,,,Transformers: Monstrosity
Transformers: MTMTE/LL,"Roberts, James",IDW,12.0,False,,,,,,,,,,,Transformers: MTMTE/LL
Transformers: Primacy,"Metzen, Chris",IDW,12.0,False,,,,,,,,,,,Transformers: Primacy
Transformers: Robots in Disguise,"Barber, John",IDW,61.0,False,,,,,,,,,,,Transformers: Robots in Disguise
Transformers: Windblade/'Till All Are One,"Scott, Mairghread",IDW,26.0,False,,,,,,,,,,,Transformers: Windblade/'Till All Are One
Transhuman,"Hickman, Jonathan",Image,4.0,False,,,,,,,,,,,Transhuman
Transmetropolitan,"Ellis, Warren",Vertigo,62.0,False,,,,,,,,,,,Transmetropolitan
Trees,"Ellis, Warren",Image,14.0,False,,,,,,,,,,,Trees
Trillium,"Lemire, Jeff",Vertigo,8.0,False,,,,,,,,,,,Trillium
Trinity,"Manapul, Francis",DC,23.0,False,,,,,,,,,,,Trinity
Truth: Red White and Black,"Morales, Robert",Marvel,7.0,False,,,,,,,,,,,Truth: Red White and Black
U.S.Avengers,"Ewing, Al",Marvel,12.0,False,,,,,,,,,,,U.S.Avengers
Ultimate Comics: Hawkeye,"Hickman, Jonathan",Marvel,4.0,False,,,,,,,,,,,Ultimate Comics: Hawkeye
