Title,System,Year,Played,Rating,Random Game,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
Dungeons of Hinterberg,,2024,,8.1,,,,,,,,,,,,,
DUSK,PC,,FALSE,88,,,,,,,,,,,,,DUSK
Duskers,PC,,FALSE,83,,,,,,,,,,,,,Duskers
Dust: An Elysian Tail,PC,,FALSE,85,,,,,,,,,,,,,Dust: An Elysian Tail
Dustforce,PC,,FALSE,79,,,,,,,,,,,,,Dustforce
Duty and Beyond,,2006,,7.5,,,,,,,,,,,,,Duty and Beyond
Dwarf Fortress,PC,,FALSE,93,,,,,,,,,,,,,Dwarf Fortress
DX-Ball 2,,1998,,7.7,,,,,,,,,,,,,DX-Ball 2
Dyad,PS3,,FALSE,82,,,,,,,,,,,,,Dyad
Dying Light 2: Stay Human,,2022,,7.6,,,,,,,,,,,,,Dying Light 2: Stay Human
Dying Light: Platinum Edition,SWITCH,,FALSE,78,,,,,,,,,,,,,Dying Light: Platinum Edition
Dying Light: The Following,XBO,,FALSE,86,,,,,,,,,,,,,Dying Light: The Following
Dynamite Headdy,GENESIS,1994,,8.1,,,,,,,,,,,,,Dynamite Headdy
Dynasty Tactics,PS2,,FALSE,79,,,,,,,,,,,,,Dynasty Tactics
Dynasty Tactics 2,PS2,,FALSE,78,,,,,,,,,,,,,Dynasty Tactics 2
Dynasty Warriors 3,PS2,,FALSE,78,,,,,,,,,,,,,Dynasty Warriors 3
Dynasty Warriors 4,PS2,,FALSE,78,,,,,,,,,,,,,Dynasty Warriors 4
Dynasty Warriors 8: Xtreme Legends - Definitive Edition,SWITCH,,FALSE,83,,,,,,,,,,,,,Dynasty Warriors 8: Xtreme Legends - Definitive Edition
Dysmantle,,2020,,7.7,,,,,,,,,,,,,Dysmantle
E4: Every Extend Extra Extreme,,2007,,7.6,,,,,,,,,,,,,E4: Every Extend Extra Extreme
Earl Mansin: The Breakout,,2007,,7.7,,,,,,,,,,,,,Earl Mansin: The Breakout
Earth & Beyond,PC,,FALSE,82,,,,,,,,,,,,,Earth & Beyond
Earth 2150,PC,,FALSE,78,,,,,,,,,,,,,Earth 2150
Earth 2150: The Moon Project,,2000,,7.7,,,,,,,,,,,,,Earth 2150: The Moon Project
Earth 2160,,2005,,7.5,,,,,,,,,,,,,Earth 2160
Earth Defense Force 5,,2017,,7.5,,,,,,,,,,,,,Earth Defense Force 5
Earth Defense Force 6,,2024,,7.5,,,,,,,,,,,,,
Earth Defense Force: World Brothers,,2020,,7.5,,,,,,,,,,,,,Earth Defense Force: World Brothers
EarthBound,SNES,1994,FALSE,8.5,,,,,,,,,,,,,EarthBound
EarthNight,PS4,,FALSE,79,,,,,,,,,,,,,EarthNight
EarthSiege 2,,1996,,7.5,,,,,,,,,,,,,EarthSiege 2
Earthworm Jim,SNES,1994,FALSE,8,,,,,,,,,,,,,Earthworm Jim
Earthworm Jim 2,SNES,1995,FALSE,7.9,,,,,,,,,,,,,Earthworm Jim 2
Earthworm Jim HD,,2010,,7.5,,,,,,,,,,,,,Earthworm Jim HD
Eastshade,PC,,FALSE,78,,,,,,,,,,,,,Eastshade
Eastward,PC,,FALSE,82,,,,,,,,,,,,,Eastward
Ecco the Dolphin: Defender of the Future,DREAMCAST,,FALSE,84,,,,,,,,,,,,,Ecco the Dolphin: Defender of the Future
Ecco: The Tides of Time,GENESIS,1994,,7.9,,,,,,,,,,,,,Ecco: The Tides of Time
echchrome ii,PS3,,FALSE,79,,,,,,,,,,,,,echchrome ii
ECHO,PS4,,FALSE,79,,,,,,,,,,,,,ECHO
echochrome,PS3,,FALSE,81,,,,,,,,,,,,,echochrome
Ecks vs. Sever,GBA,,FALSE,80,,,,,,,,,,,,,Ecks vs. Sever
Ecstatica II,,1997,,7.5,,,,,,,,,,,,,Ecstatica II
Edge,Wii U,,FALSE,79,,,,,,,,,,,,,Edge
Eets,PC,,FALSE,81,,,,,,,,,,,,,Eets
Eets: Chowdown,,2007,,7.6,,,,,,,,,,,,,Eets: Chowdown
EGG: Elemental Gimmick Gear,,1999,,7.5,,,,,,,,,,,,,EGG: Elemental Gimmick Gear
Ehrgeiz: God Bless the Ring,,1998,,7.5,,,,,,,,,,,,,Ehrgeiz: God Bless the Ring
Einhander,PlayStation,,FALSE,89,,,,,,,,,,,,,Einhander
Eiyuden Chronicle: Hundred Heroes,,2024,,7.9,,,,,,,,,,,,,
eJay ClubWorld,,2002,,7.5,,,,,,,,,,,,,eJay ClubWorld
"El Paso, Elsewhere",PC,,FALSE,78,,,,,,,,,,,,,"El Paso, Elsewhere"
El Shaddai: Ascension of the Metatron,PS3,,FALSE,78,,,,,,,,,,,,,El Shaddai: Ascension of the Metatron
Elden Ring,PS5,,FALSE,96,,,,,,,,,,,,,Elden Ring
"Elder Scrolls III: Bloodmoon, The",PC,,FALSE,85,,,,,,,,,,,,,The Elder Scrolls III: Bloodmoon
"Elder Scrolls III: Morrowind (Collector's Edit..., The",,2002,,7.6,,,,,,,,,,,,,The Elder Scrolls III: Morrowind (Collector's Edit...
"Elder Scrolls III: Morrowind Game of the Year Edition, The",Xbox,,FALSE,88,,,,,,,,,,,,,The Elder Scrolls III: Morrowind Game of the Year Edition
"Elder Scrolls III: Morrowind, The",PC,,FALSE,89,,,,,,,,,,,,,The Elder Scrolls III: Morrowind
"Elder Scrolls III: Tribunal, The",PC,,FALSE,80,,,,,,,,,,,,,The Elder Scrolls III: Tribunal
"Elder Scrolls IV - Knights of the Nine, The",X360,,FALSE,86,,,,,,,,,,,,,The Elder Scrolls IV - Knights of the Nine
"Elder Scrolls IV: Oblivion, The",X360,,FALSE,94,,,,,,,,,,,,,The Elder Scrolls IV: Oblivion
"Elder Scrolls IV: Shivering Isles, The",X360,,FALSE,86,,,,,,,,,,,,,The Elder Scrolls IV: Shivering Isles
"Elder Scrolls Online: Blackwood, The",,2021,,7.5,,,,,,,,,,,,,The Elder Scrolls Online: Blackwood
"Elder Scrolls Online: Dragonhold, The",PC,,FALSE,81,,,,,,,,,,,,,The Elder Scrolls Online: Dragonhold
"Elder Scrolls Online: Elsweyr, The",PC,,FALSE,80,,,,,,,,,,,,,The Elder Scrolls Online: Elsweyr
"Elder Scrolls Online: High Isle, The",PC,,FALSE,79,,,,,,,,,,,,,The Elder Scrolls Online: High Isle
"Elder Scrolls Online: Necrom, The",PC,,FALSE,82,,,,,,,,,,,,,The Elder Scrolls Online: Necrom
"Elder Scrolls Online: Summerset, The",PC,,FALSE,83,,,,,,,,,,,,,The Elder Scrolls Online: Summerset
"Elder Scrolls V: Skyrim - Anniversary Edition, The",,2021,,7.7,,,,,,,,,,,,,The Elder Scrolls V: Skyrim - Anniversary Edition
"Elder Scrolls V: Skyrim - Dragonborn, The",X360,,FALSE,82,,,,,,,,,,,,,The Elder Scrolls V: Skyrim - Dragonborn
"Elder Scrolls V: Skyrim VR, The",PC,,FALSE,81,,,,,,,,,,,,,The Elder Scrolls V: Skyrim VR
"Elder Scrolls V: Skyrim, The",SWITCH,,FALSE,84,,,,,,,,,,,,,The Elder Scrolls V: Skyrim
"Elder Scrolls: Legends, The",PC,,FALSE,80,,,,,,,,,,,,,The Elder Scrolls: Legends
Eldest Souls,PS5,,FALSE,79,,,,,,,,,,,,,Eldest Souls
Eldritch,,2013,,7.7,,,,,,,,,,,,,Eldritch
Elebits,,2006,,7.5,,,,,,,,,,,,,Elebits
Electronic Super Joy,Wii U,,FALSE,78,,,,,,,,,,,,,Electronic Super Joy
Element4l,,2013,,7.7,,,,,,,,,,,,,Element4l
Elemental Gearbolt,,1997,,7.7,,,,,,,,,,,,,Elemental Gearbolt
Elemental: Fallen Enchantress,PC,,FALSE,78,,,,,,,,,,,,,Elemental: Fallen Enchantress
Eliminate Down,GENESIS,1993,,7.8,,,,,,,,,,,,,Eliminate Down
Eliminate Pro,,2009,,7.5,,,,,,,,,,,,,Eliminate Pro
Eliss Infinity,,2014,,7.5,,,,,,,,,,,,,Eliss Infinity
Elite Beat Agents,DS,,FALSE,87,,,,,,,,,,,,,Elite Beat Agents
Elite: Dangerous,PC,,FALSE,80,,,,,,,,,,,,,Elite: Dangerous
Eliza,PC,,FALSE,84,,,,,,,,,,,,,Eliza
Elliot Quest,,2014,,7.5,,,,,,,,,,,,,Elliot Quest
Else Heart.Break(),PC,,FALSE,79,,,,,,,,,,,,,Else Heart.Break()
Embracelet,SWITCH,,FALSE,81,,,,,,,,,,,,,Embracelet
Emergency Fire Response,PC,,FALSE,79,,,,,,,,,,,,,Emergency Fire Response
Emily Enough: Imprisoned,,2005,,7.7,,,,,,,,,,,,,Emily Enough: Imprisoned
Emio: The Smiling Man - Famicom Detective Club,,2024,,7.7,,,,,,,,,,,,,Emio: The Smiling Man - Famicom Detective Club
Emio: The Smiling Man - Famicom Detective Club,,2024,,7.7,,,,,,,,,,,,,
Emperor: Battle for Dune,PC,,FALSE,79,,,,,,,,,,,,,Emperor: Battle for Dune
Emperor: Rise of the Middle Kingdom,,2002,,7.7,,,,,,,,,,,,,Emperor: Rise of the Middle Kingdom
Empire Earth,PC,,FALSE,81,,,,,,,,,,,,,Empire Earth
Empire Earth II,PC,,FALSE,79,,,,,,,,,,,,,Empire Earth II
Empire of the Ants,,2024,,7.8,,,,,,,,,,,,,
Empire: Total War,PC,,FALSE,90,,,,,,,,,,,,,Empire: Total War
Empires: Dawn of the Modern World,PC,,FALSE,81,,,,,,,,,,,,,Empires: Dawn of the Modern World
En Garde!,,2023,,7.5,,,,,,,,,,,,,En Garde!
"End is Nigh, The",PC,,FALSE,84,,,,,,,,,,,,,The End is Nigh
ENDER LILIES: Quietus of the Knights,PC,,FALSE,86,,,,,,,,,,,,,ENDER LILIES: Quietus of the Knights
Endless Dungeon,,2023,,7.5,,,,,,,,,,,,,Endless Dungeon
Endless Legend,PC,,FALSE,82,,,,,,,,,,,,,Endless Legend
Endless Ocean: Blue World,,2009,,7.6,,,,,,,,,,,,,Endless Ocean: Blue World
Endless Space 2,PC,,FALSE,80,,,,,,,,,,,,,Endless Space 2
Endless Space_2,,2016,,7.7,,,,,,,,,,,,,Endless Space_2
Endling- Extinction is Forever,PS4,,FALSE,82,,,,,,,,,,,,,Endling- Extinction is Forever
Enemy Engaged: Apache/Havoc,,1998,,7.7,,,,,,,,,,,,,Enemy Engaged: Apache/Havoc
Enemy Engaged: RAH-66 Comanche versus KA-52 Hokum,PC,,FALSE,86,,,,,,,,,,,,,Enemy Engaged: RAH-66 Comanche versus KA-52 Hokum
Enemy Territory: Quake Wars,PC,,FALSE,84,,,,,,,,,,,,,Enemy Territory: Quake Wars
Enslaved: Odyssey to the West,X360,,FALSE,82,,,,,,,,,,,,,Enslaved: Odyssey to the West
Enslaved: Odyssey to the West - Pigsy's Perfect 10,PS3,,FALSE,79,,,,,,,,,,,,,Enslaved: Odyssey to the West - Pigsy's Perfect 10
Enslaved: Odyssey to the West - Premium Edition,,2013,,7.6,,,,,,,,,,,,,Enslaved: Odyssey to the West - Premium Edition
Enter the Gungeon,SWITCH,,FALSE,87,,,,,,,,,,,,,Enter the Gungeon
"Entropy Centre, The",PS5,,FALSE,81,,,,,,,,,,,,,The Entropy Centre
Escape Academy,PC,,FALSE,79,,,,,,,,,,,,,Escape Academy
Escape from Monkey Island,PC,,FALSE,86,,,,,,,,,,,,,Escape from Monkey Island
escapeVektor: Chapter 1,Wii,,FALSE,81,,,,,,,,,,,,,escapeVektor: Chapter 1
Espgaluda II,,2005,,7.5,,,,,,,,,,,,,Espgaluda II
Espgaluda II -Be Ascension. The Third Bright Stone of Birth-,SWITCH,,FALSE,82,,,,,,,,,,,,,Espgaluda II -Be Ascension. The Third Bright Stone of Birth-
Essays on Empathy,PC,,FALSE,80,,,,,,,,,,,,,Essays on Empathy
Été,,2024,,7.5,,,,,,,,,,,,,Été
Été,,2024,,7.5,,,,,,,,,,,,,
Eternal Champions,GENESIS,1993,,7.8,,,,,,,,,,,,,Eternal Champions
Eternal Champions: Challenge from the Dark Side,,1995,,7.6,,,,,,,,,,,,,Eternal Champions: Challenge from the Dark Side
"Eternal Cylinder, The",PS4,,FALSE,80,,,,,,,,,,,,,The Eternal Cylinder
Eternal Darkness: Sanity's Requiem,GAMECUBE,,FALSE,92,,,,,,,,,,,,,Eternal Darkness: Sanity's Requiem
Eternal Sonata,PS3,,FALSE,80,,,,,,,,,,,,,Eternal Sonata
ETHER One,PC,,FALSE,82,,,,,,,,,,,,,ETHER One
Etherlords,,2001,,7.6,,,,,,,,,,,,,Etherlords
Etherlords II,PC,,FALSE,78,,,,,,,,,,,,,Etherlords II
Etrian Odyssey 2 Untold: The Fafnir Knight,3DS,,FALSE,82,,,,,,,,,,,,,Etrian Odyssey 2 Untold: The Fafnir Knight
Etrian Odyssey II: Heroes of Lagaard,DS,,FALSE,82,,,,,,,,,,,,,Etrian Odyssey II: Heroes of Lagaard
Etrian Odyssey IV: Legends of the Titan,3DS,,FALSE,84,,,,,,,,,,,,,Etrian Odyssey IV: Legends of the Titan
Etrian Odyssey Nexus,3DS,,FALSE,81,,,,,,,,,,,,,Etrian Odyssey Nexus
Etrian Odyssey Untold: The Millenium Girl,3DS,,FALSE,80,,,,,,,,,,,,,Etrian Odyssey Untold: The Millenium Girl
Etrian Odyssey V: Beyond The Myth,3DS,,FALSE,80,,,,,,,,,,,,,Etrian Odyssey V: Beyond The Myth
Etrian Odyssey: Origins Collection,,2023,,7.6,,,,,,,,,,,,,Etrian Odyssey: Origins Collection
Europa 1400: The Guild,PC,,FALSE,82,,,,,,,,,,,,,Europa 1400: The Guild
Europa Universalis,PC,,FALSE,86,,,,,,,,,,,,,Europa Universalis
Europa Universalis II,PC,,FALSE,87,,,,,,,,,,,,,Europa Universalis II
Europa Universalis III,PC,,FALSE,83,,,,,,,,,,,,,Europa Universalis III
Europa Universalis IV,PC,,FALSE,87,,,,,,,,,,,,,Europa Universalis IV
Europa Universalis IV: Conquest of Paradise,PC,,FALSE,81,,,,,,,,,,,,,Europa Universalis IV: Conquest of Paradise
Europa Universalis IV: Wealth of Nations,PC,,FALSE,84,,,,,,,,,,,,,Europa Universalis IV: Wealth of Nations
Europa Universalis: Rome - Vae Victis,PC,,FALSE,79,,,,,,,,,,,,,Europa Universalis: Rome - Vae Victis
EVE Online,,2003,,7.5,,,,,,,,,,,,,EVE Online
EVE Online: Special Edition,PC,,FALSE,88,,,,,,,,,,,,,EVE Online: Special Edition
Ever Oasis,,2017,,7.5,,,,,,,,,,,,,Ever Oasis
Evergate,,2020,,7.6,,,,,,,,,,,,,Evergate
Everhood,PC,,FALSE,83,,,,,,,,,,,,,Everhood
EverQuest,PC,,FALSE,85,,,,,,,,,,,,,EverQuest
EverQuest II,PC,,FALSE,83,,,,,,,,,,,,,EverQuest II
EverQuest II: Desert of Flames,PC,,FALSE,79,,,,,,,,,,,,,EverQuest II: Desert of Flames
EverQuest II: Echoes of Faydwer,PC,,FALSE,83,,,,,,,,,,,,,EverQuest II: Echoes of Faydwer
EverQuest II: Rise of Kunark,PC,,FALSE,83,,,,,,,,,,,,,EverQuest II: Rise of Kunark
EverQuest Online Adventures,,2003,,7.5,,,,,,,,,,,,,EverQuest Online Adventures
EverQuest Online Adventures: Frontiers,,2003,,7.6,,,,,,,,,,,,,EverQuest Online Adventures: Frontiers
EverQuest: Gates of Discord,PC,,FALSE,85,,,,,,,,,,,,,EverQuest: Gates of Discord
EverQuest: Lost Dungeons of Norrath,PC,,FALSE,79,,,,,,,,,,,,,EverQuest: Lost Dungeons of Norrath
EverQuest: Omens of War,PC,,FALSE,86,,,,,,,,,,,,,EverQuest: Omens of War
EverQuest: The Planes of Power,PC,,FALSE,81,,,,,,,,,,,,,EverQuest: The Planes of Power
EverQuest: The Ruins of Kunark,PC,,FALSE,86,,,,,,,,,,,,,EverQuest: The Ruins of Kunark
EverQuest: The Scars of Velious,PC,,FALSE,82,,,,,,,,,,,,,EverQuest: The Scars of Velious
EverQuest: The Shadows of Luclin,PC,,FALSE,83,,,,,,,,,,,,,EverQuest: The Shadows of Luclin
EVERSPACE,PC,,FALSE,79,,,,,,,,,,,,,EVERSPACE
EVERSPACE 2,PC,,FALSE,81,,,,,,,,,,,,,EVERSPACE 2
EVERSPACE: Stellar Edition,SWITCH,,FALSE,78,,,,,,,,,,,,,EVERSPACE: Stellar Edition
Every day the same dream,,2009,,7.7,,,,,,,,,,,,,Every day the same dream
Every Extend Extra Extreme,X360,,FALSE,78,,,,,,,,,,,,,Every Extend Extra Extreme
Everybody's Gone to the Rapture,PS4,,FALSE,78,,,,,,,,,,,,,Everybody's Gone to the Rapture
Everyday Shooter,PS3,,FALSE,83,,,,,,,,,,,,,Everyday Shooter
EVERYTHING,PS4,,FALSE,80,,,,,,,,,,,,,EVERYTHING
Evidence: The Last Ritual,,2006,,7.6,,,,,,,,,,,,,Evidence: The Last Ritual
Evil Genius 2: World Domination,XBSX,,FALSE,79,,,,,,,,,,,,,Evil Genius 2: World Domination
"Evil Within 2, The",XBO,,FALSE,82,,,,,,,,,,,,,The Evil Within 2
"Evil Within, The",XBO,,FALSE,79,,,,,,,,,,,,,The Evil Within
"Evil Within: The Assignment, The",PS4,,FALSE,80,,,,,,,,,,,,,The Evil Within: The Assignment
Evoland II,,2015,,7.5,,,,,,,,,,,,,Evoland II
Excite Truck,,2006,,7.5,,,,,,,,,,,,,Excite Truck
Excitebike 64,N64,,FALSE,88,,,,,,,,,,,,,Excitebike 64
Exile III: Ruined World,,1996,,7.7,,,,,,,,,,,,,Exile III: Ruined World
Exo One,PC,,FALSE,81,,,,,,,,,,,,,Exo One
"Expanse: A Telltale Series, The",,2023,,7.5,,,,,,,,,,,,,The Expanse: A Telltale Series
Expeditions: Conquistador,,2013,,7.6,,,,,,,,,,,,,Expeditions: Conquistador
Expeditions: Rome,PC,,FALSE,80,,,,,,,,,,,,,Expeditions: Rome
Exteel,,2007,,7.7,,,,,,,,,,,,,Exteel
Extreme Exorcism,Wii U,,FALSE,79,,,,,,,,,,,,,Extreme Exorcism
Extreme-G,N64,,FALSE,82,,,,,,,,,,,,,Extreme-G
Eyes in the Dark: The Curious Case of One Victoria Bloom,PC,,FALSE,81,,,,,,,,,,,,,Eyes in the Dark: The Curious Case of One Victoria Bloom
EyeToy: Kinetic,PS2,,FALSE,78,,,,,,,,,,,,,EyeToy: Kinetic
EyeToy: Play,PS2,,FALSE,80,,,,,,,,,,,,,EyeToy: Play
EyeToy: Play 2,PS2,,FALSE,78,,,,,,,,,,,,,EyeToy: Play 2
F-1 World Grand Prix,,1998,,7.7,,,,,,,,,,,,,F-1 World Grand Prix
F-16 Multirole Fighter,,1998,,7.6,,,,,,,,,,,,,F-16 Multirole Fighter
F-22 Lightning 3,,1999,,7.6,,,,,,,,,,,,,F-22 Lightning 3
F-Zero,SNES,1990,FALSE,7.8,,,,,,,,,,,,,F-Zero
F-Zero 99,SWITCH,,FALSE,83,,,,,,,,,,,,,F-Zero 99
F-Zero GX,GAMECUBE,,FALSE,89,,,,,,,,,,,,,F-Zero GX
F-Zero X,N64,,FALSE,85,,,,,,,,,,,,,F-Zero X
F-Zero: GP Legend,,2003,,7.7,,,,,,,,,,,,,F-Zero: GP Legend
F-Zero: Maximum Velocity,GBA,,FALSE,86,,,,,,,,,,,,,F-Zero: Maximum Velocity
F.E.A.R.,PC,,FALSE,88,,,,,,,,,,,,,F.E.A.R.
F.E.A.R. 2: Project Origin,PC,,FALSE,79,,,,,,,,,,,,,F.E.A.R. 2: Project Origin
F.I.S.T.: Forged in Shadow Torch,,2021,,7.7,,,,,,,,,,,,,F.I.S.T.: Forged in Shadow Torch
F/A-18 Korea,,1997,,7.5,,,,,,,,,,,,,F/A-18 Korea
F1 24,,2024,,7.5,,,,,,,,,,,,,
Fable,Xbox,,FALSE,85,,,,,,,,,,,,,Fable
Fable II,X360,,FALSE,89,,,,,,,,,,,,,Fable II
Fable III,X360,,FALSE,80,,,,,,,,,,,,,Fable III
Fable: Anniversary,,2014,,7.5,,,,,,,,,,,,,Fable: Anniversary
Fable: The Lost Chapters,PC,,FALSE,83,,,,,,,,,,,,,Fable: The Lost Chapters
Fabledom,,2023,,7.6,,,,,,,,,,,,,Fabledom
"Fabulous Fear Machine, The",,2023,,7.7,,,,,,,,,,,,,The Fabulous Fear Machine
Factorio,PC,,FALSE,90,,,,,,,,,,,,,Factorio
Fading Afternoon,,2023,,7.5,,,,,,,,,,,,,Fading Afternoon
Fading Hearts,,2009,,7.5,,,,,,,,,,,,,Fading Hearts
Fae Farm,,2023,,7.5,,,,,,,,,,,,,Fae Farm
Faeria,PC,,FALSE,81,,,,,,,,,,,,,Faeria
Falcon 4.0,PC,,FALSE,85,,,,,,,,,,,,,Falcon 4.0
Falcon 4.0: Allied Force,PC,,FALSE,90,,,,,,,,,,,,,Falcon 4.0: Allied Force
"Falconeer: Warrior Edition, The",,2021,,7.5,,,,,,,,,,,,,The Falconeer: Warrior Edition
Fall Guys,PS4,,FALSE,81,,,,,,,,,,,,,Fall Guys
Fall Guys: Ultimate Knockout,,2020,,7.7,,,,,,,,,,,,,Fall Guys: Ultimate Knockout
"Fall, The",,2014,,7.6,,,,,,,,,,,,,The Fall
Fallen Enchantress,,2012,,7.5,,,,,,,,,,,,,Fallen Enchantress
Fallen Enchantress: Legendary Heroes,PC,,FALSE,80,,,,,,,,,,,,,Fallen Enchantress: Legendary Heroes
Fallout,PC,,FALSE,89,,,,,,,,,,,,,Fallout
Fallout 2,PC,,FALSE,86,,,,,,,,,,,,,Fallout 2
Fallout 3,X360,,FALSE,93,,,,,,,,,,,,,Fallout 3
Fallout 3: Broken Steel,X360,,FALSE,82,,,,,,,,,,,,,Fallout 3: Broken Steel
Fallout 3: Game Add-on Pack - The Pitt and Operati...,,2009,,7.5,,,,,,,,,,,,,Fallout 3: Game Add-on Pack - The Pitt and Operati...
Fallout 3: Point Lookout,X360,,FALSE,83,,,,,,,,,,,,,Fallout 3: Point Lookout
Fallout 3: The Pitt,PC,,FALSE,78,,,,,,,,,,,,,Fallout 3: The Pitt
Fallout 4,XBO,,FALSE,88,,,,,,,,,,,,,Fallout 4
Fallout 4 VR,PC,,FALSE,78,,,,,,,,,,,,,Fallout 4 VR
Fallout 4: Far Harbor,PC,,FALSE,79,,,,,,,,,,,,,Fallout 4: Far Harbor
Fallout Tactics: Brotherhood of Steel,PC,,FALSE,82,,,,,,,,,,,,,Fallout Tactics: Brotherhood of Steel
Fallout: New Vegas,X360,,FALSE,84,,,,,,,,,,,,,Fallout: New Vegas
Fallout: New Vegas - Old World Blues,X360,,FALSE,83,,,,,,,,,,,,,Fallout: New Vegas - Old World Blues
Famicom Detective Club: The Girl Who Stands Behind,,2021,,7.5,,,,,,,,,,,,,Famicom Detective Club: The Girl Who Stands Behind
Fantasy General II: Invasion,PC,,FALSE,80,,,,,,,,,,,,,Fantasy General II: Invasion
Fantasy Life,,,,,,,,,,,,,,,,,Fantasy Life
Far Cry,PC,,FALSE,89,,,,,,,,,,,,,Far Cry
Far Cry 2,X360,,FALSE,85,,,,,,,,,,,,,Far Cry 2
Far Cry 3,X360,,FALSE,91,,,,,,,,,,,,,Far Cry 3
Far Cry 3: Blood Dragon,PS3,,FALSE,82,,,,,,,,,,,,,Far Cry 3: Blood Dragon
Far Cry 4,PS4,,FALSE,85,,,,,,,,,,,,,Far Cry 4
Far Cry 5,XBO,,FALSE,82,,,,,,,,,,,,,Far Cry 5
Far Cry 6,XBSX,,FALSE,79,,,,,,,,,,,,,Far Cry 6
Far Cry Instincts,Xbox,,FALSE,85,,,,,,,,,,,,,Far Cry Instincts
Far Cry Instincts Evolution,Xbox,,FALSE,78,,,,,,,,,,,,,Far Cry Instincts Evolution
Far Cry Instincts Predator,X360,,FALSE,78,,,,,,,,,,,,,Far Cry Instincts Predator
Far Cry: Instincts - Evolution,,2006,,7.6,,,,,,,,,,,,,Far Cry: Instincts - Evolution
Far Cry: Primal,,2016,,7.5,,,,,,,,,,,,,Far Cry: Primal
FAR: Changing Tides,PS5,,FALSE,81,,,,,,,,,,,,,FAR: Changing Tides
FAR: Lone Sails,PS4,,FALSE,83,,,,,,,,,,,,,FAR: Lone Sails
Farewell North,,2024,,7.8,,,,,,,,,,,,,
Fashion Police Squad,SWITCH,,FALSE,80,,,,,,,,,,,,,Fashion Police Squad
Fast RMX,SWITCH,,FALSE,81,,,,,,,,,,,,,Fast RMX
Fat Princess,PS3,,FALSE,79,,,,,,,,,,,,,Fat Princess
Fatal Frame,,2001,,7.7,,,,,,,,,,,,,Fatal Frame
Fatal Frame II: Crimson Butterfly,PS2,,FALSE,81,,,,,,,,,,,,,Fatal Frame II: Crimson Butterfly
Fatal Frame II: Crimson Butterfly Director's Cut,Xbox,,FALSE,84,,,,,,,,,,,,,Fatal Frame II: Crimson Butterfly Director's Cut
Fatal Frame III: The Tormented,PS2,,FALSE,78,,,,,,,,,,,,,Fatal Frame III: The Tormented
FATE,PC,,FALSE,80,,,,,,,,,,,,,FATE
Fate/EXTELLA: LINK,,2018,,7.6,,,,,,,,,,,,,Fate/EXTELLA: LINK
Fate/Samurai Remnant,PS5,,FALSE,81,,,,,,,,,,,,,Fate/Samurai Remnant
Fate/stay night: Remastered,,2024,,8.3,,,,,,,,,,,,,
FC 25,,2024,,7.5,,,,,,,,,,,,,
Fear Effect,,2000,,7.6,,,,,,,,,,,,,Fear Effect
Fear Effect 2: Retro Helix,PlayStation,,FALSE,84,,,,,,,,,,,,,Fear Effect 2: Retro Helix
Fears,,1995,,7.5,,,,,,,,,,,,,Fears
"Feeble Files, The",,1997,,7.6,,,,,,,,,,,,,The Feeble Files
Feed Me Oil,,2011,,7.7,,,,,,,,,,,,,Feed Me Oil
Fell Seal: Arbiter's Mark,PS4,,FALSE,86,,,,,,,,,,,,,Fell Seal: Arbiter's Mark
Fez,PC,,FALSE,91,,,,,,,,,,,,,Fez
Field Commander,,2006,,7.6,,,,,,,,,,,,,Field Commander
Fieldrunners,PSP,,FALSE,81,,,,,,,,,,,,,Fieldrunners
"Fifth Disciple, The",,2002,,7.5,,,,,,,,,,,,,The Fifth Disciple
Fight Night 2004,Xbox,,FALSE,85,,,,,,,,,,,,,Fight Night 2004
Fight Night Champion,X360,,FALSE,86,,,,,,,,,,,,,Fight Night Champion
Fight Night Round 2,GAMECUBE,,FALSE,87,,,,,,,,,,,,,Fight Night Round 2
Fight Night Round 3,X360,,FALSE,86,,,,,,,,,,,,,Fight Night Round 3
Fight Night Round 4,PS3,,FALSE,88,,,,,,,,,,,,,Fight Night Round 4
Fight'N Rage,SWITCH,,FALSE,79,,,,,,,,,,,,,Fight'N Rage
Fighters Destiny,,1998,,7.5,,,,,,,,,,,,,Fighters Destiny
Fighters Megamix,SATURN,1996,,8.3,,,,,,,,,,,,,Fighters Megamix
Fighting Vipers,SATURN,1996,,7.8,,,,,,,,,,,,,Fighting Vipers
Fights in Tight Spaces,PC,,FALSE,78,,,,,,,,,,,,,Fights in Tight Spaces
Figment 2: Creed Valley,,2023,,7.6,,,,,,,,,,,,,Figment 2: Creed Valley
Filament,PC,,FALSE,82,,,,,,,,,,,,,Filament
Final Doom,,1996,,7.6,,,,,,,,,,,,,Final Doom
Final Fantast VII: Rebirth,,2024,,8.9,,,,,,,,,,,,,
Final Fantasy Anthology,PlayStation,,FALSE,80,,,,,,,,,,,,,Final Fantasy Anthology
Final Fantasy Chronicles,PlayStation,,FALSE,89,,,,,,,,,,,,,Final Fantasy Chronicles
Final Fantasy Crystal Chronicles,GAMECUBE,,FALSE,80,,,,,,,,,,,,,Final Fantasy Crystal Chronicles
