Title,System,Year,Played,Rating,Random Game,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
Igneous,,2009,,7.6,,,,,,,,,,,,,Igneous
Ignition,,1997,,7.6,,,,,,,,,,,,,Ignition
Ikaruga,SWITCH,,FALSE,88,,,,,,,,,,,,,Ikaruga
IL-2 Sturmovik,PC,,FALSE,91,,,,,,,,,,,,,IL-2 Sturmovik
IL-2 Sturmovik: 1946,PC,,FALSE,86,,,,,,,,,,,,,IL-2 Sturmovik: 1946
IL-2 Sturmovik: Birds of Prey,PS3,,FALSE,81,,,,,,,,,,,,,IL-2 Sturmovik: Birds of Prey
IL-2 Sturmovik: Forgotten Battles,PC,,FALSE,86,,,,,,,,,,,,,IL-2 Sturmovik: Forgotten Battles
ilomilo,X360,,FALSE,81,,,,,,,,,,,,,ilomilo
Immortal Redneck,XBO,,FALSE,78,,,,,,,,,,,,,Immortal Redneck
Immortality,XBSX,,FALSE,88,,,,,,,,,,,,,Immortality
Immortals Fenyx Rising,XBSX,,FALSE,81,,,,,,,,,,,,,Immortals Fenyx Rising
Imperial Glory,,2005,,7.5,,,,,,,,,,,,,Imperial Glory
Imperialism,,1997,,7.7,,,,,,,,,,,,,Imperialism
Imperialism II: The Age of Exploration,,1999,,7.6,,,,,,,,,,,,,Imperialism II: The Age of Exploration
Imperium Galactica II: Alliances,,1999,,7.7,,,,,,,,,,,,,Imperium Galactica II: Alliances
Impostor Factory,PC,,FALSE,80,,,,,,,,,,,,,Impostor Factory
In Other Waters,SWITCH,,FALSE,78,,,,,,,,,,,,,In Other Waters
In Sound Mind,XBSX,,FALSE,78,,,,,,,,,,,,,In Sound Mind
In Stars and Time,PC,,FALSE,85,,,,,,,,,,,,,In Stars and Time
Inazuma Eleven,3DS,,FALSE,78,,,,,,,,,,,,,Inazuma Eleven
"Incredible Adventures of Van Helsing: Final Cut, The",PC,,FALSE,79,,,,,,,,,,,,,The Incredible Adventures of Van Helsing: Final Cut
Incredible Crisis,PlayStation,,FALSE,80,,,,,,,,,,,,,Incredible Crisis
"Incredible Hulk: Ultimate Destruction, The",PS2,,FALSE,83,,,,,,,,,,,,,The Incredible Hulk: Ultimate Destruction
Independence War 2: Edge of Chaos,PC,,FALSE,83,,,,,,,,,,,,,Independence War 2: Edge of Chaos
Independence War: Deluxe Edition,,1999,,7.5,,,,,,,,,,,,,Independence War: Deluxe Edition
Indiana Jones and the Great Circle,PS5,2024,,,,,,,,,,,,,,,Indiana Jones and the Great Circle
Indiana Jones' Greatest Adventures,SNES,1994,FALSE,7.8,,,,,,,,,,,,,Indiana Jones' Greatest Adventures
Indigo Lake,,2013,,7.5,,,,,,,,,,,,,Indigo Lake
Indigo Prophecy,PS2,,FALSE,83,,,,,,,,,,,,,Indigo Prophecy
Indika,,2024,,8,,,,,,,,,,,,,
Indivisible,XBO,,FALSE,82,,,,,,,,,,,,,Indivisible
Industry Giant II,,2002,,7.5,,,,,,,,,,,,,Industry Giant II
inFamous,PS3,,FALSE,85,,,,,,,,,,,,,inFamous
inFamous 2,PS3,,FALSE,83,,,,,,,,,,,,,inFamous 2
inFamous: Festival of Blood,PS3,,FALSE,78,,,,,,,,,,,,,inFamous: Festival of Blood
Infamous: Second Son,PS4,,FALSE,80,,,,,,,,,,,,,Infamous: Second Son
Infernax,SWITCH,,FALSE,84,,,,,,,,,,,,,Infernax
Infested Planet,,2014,,7.5,,,,,,,,,,,,,Infested Planet
Injustice 2,XBO,,FALSE,89,,,,,,,,,,,,,Injustice 2
Injustice 2: Legendary Edition,PS4,,FALSE,88,,,,,,,,,,,,,Injustice 2: Legendary Edition
Injustice: Gods Among Us,X360,,FALSE,81,,,,,,,,,,,,,Injustice: Gods Among Us
Injustice: Gods Among Us - Ultimate Edition,PS4,,FALSE,80,,,,,,,,,,,,,Injustice: Gods Among Us - Ultimate Edition
Inkulinati,,2023,,7.7,,,,,,,,,,,,,Inkulinati
Inmost,SWITCH,,FALSE,78,,,,,,,,,,,,,Inmost
Innchanted,,2023,,7.5,,,,,,,,,,,,,Innchanted
"Inner World, The",,2013,,7.6,,,,,,,,,,,,,The Inner World
"Inner World: The Last Wind Monk, The",PC,,FALSE,79,,,,,,,,,,,,,The Inner World: The Last Wind Monk
Insanely Twisted Shadow Planet,,2011,,7.7,,,,,,,,,,,,,Insanely Twisted Shadow Planet
Inscryption,SWITCH,,FALSE,87,,,,,,,,,,,,,Inscryption
INSIDE,XBO,,FALSE,93,,,,,,,,,,,,,INSIDE
Insurgency: Sandstorm,XBO,,FALSE,83,,,,,,,,,,,,,Insurgency: Sandstorm
Into the Breach,PC,,FALSE,90,,,,,,,,,,,,,Into the Breach
Invincible Presents: Atom Eve,PC,,FALSE,79,,,,,,,,,,,,,Invincible Presents: Atom Eve
"Invincible, The",,2023,,7.5,,,,,,,,,,,,,The Invincible
"Invisible, Inc.",PC,,FALSE,82,,,,,,,,,,,,,"Invisible, Inc."
Ion Fury,PC,,FALSE,79,,,,,,,,,,,,,Ion Fury
Iratus: Lord of the Dead,PC,,FALSE,78,,,,,,,,,,,,,Iratus: Lord of the Dead
Iridion II,GBA,,FALSE,78,,,,,,,,,,,,,Iridion II
Iron Brigade,X360,,FALSE,82,,,,,,,,,,,,,Iron Brigade
Iron Harvest,,2020,,7.6,,,,,,,,,,,,,Iron Harvest
Iron Harvest: Deluxe Edition,,2020,,7.5,,,,,,,,,,,,,Iron Harvest: Deluxe Edition
Iron Meat,,2024,,7.9,,,,,,,,,,,,,
Iron Storm,SATURN,1995,,8.1,,,,,,,,,,,,,Iron Storm
Ironcast,SWITCH,,FALSE,80,,,,,,,,,,,,,Ironcast
Irony Curtain: From Matryoshka with Love,PC,,FALSE,81,,,,,,,,,,,,,Irony Curtain: From Matryoshka with Love
Islanders,,2019,,7.5,,,,,,,,,,,,,Islanders
Islands of Insight,,2024,,7.5,,,,,,,,,,,,,Islands of Insight
Islands of Insight,,2024,,7.5,,,,,,,,,,,,,
Isles of Sea & Sky,,2024,,7.9,,,,,,,,,,,,,
Islets,SWITCH,,FALSE,82,,,,,,,,,,,,,Islets
It Takes Two,XBSX,,FALSE,89,,,,,,,,,,,,,It Takes Two
It's Mr Pants,,2004,,7.5,,,,,,,,,,,,,It's Mr Pants
It's Quiz Time,,2017,,7.6,,,,,,,,,,,,,It's Quiz Time
ITTA,,2020,,7.6,,,,,,,,,,,,,ITTA
Ittle Dew 2+,,2017,,7.7,,,,,,,,,,,,,Ittle Dew 2+
Jack Jeanne,SWITCH,,FALSE,90,,,,,,,,,,,,,Jack Jeanne
Jack Move,,2022,,7.7,,,,,,,,,,,,,Jack Move
Jack Nicklaus 4,,1997,,7.5,,,,,,,,,,,,,Jack Nicklaus 4
Jackal,NES,1988,,7.8,,,,,,,,,,,,,Jackal
Jade Cocoon 2,,2001,,7.5,,,,,,,,,,,,,Jade Cocoon 2
Jade Cocoon: Story of the Tamamayu,,1998,,7.5,,,,,,,,,,,,,Jade Cocoon: Story of the Tamamayu
Jade Empire,Xbox,,FALSE,89,,,,,,,,,,,,,Jade Empire
Jade Empire (Limited Edition),,2005,,7.6,,,,,,,,,,,,,Jade Empire (Limited Edition)
Jade Empire: Special Edition,PC,,FALSE,81,,,,,,,,,,,,,Jade Empire: Special Edition
Jagged Alliance 3,PC,,FALSE,81,,,,,,,,,,,,,Jagged Alliance 3
Jak 3,PS2,,FALSE,84,,,,,,,,,,,,,Jak 3
Jak and Daxter Collection,PS3,,FALSE,81,,,,,,,,,,,,,Jak and Daxter Collection
Jak and Daxter: The Precursor Legacy,PS2,,FALSE,90,,,,,,,,,,,,,Jak and Daxter: The Precursor Legacy
Jak II,PS2,,FALSE,87,,,,,,,,,,,,,Jak II
James Bond 007: Everything or Nothing,PS2,,FALSE,84,,,,,,,,,,,,,James Bond 007: Everything or Nothing
James Bond 007: NightFire,Xbox,,FALSE,78,,,,,,,,,,,,,James Bond 007: NightFire
Jamestown: Legend of the Lost Colony,PC,,FALSE,81,,,,,,,,,,,,,Jamestown: Legend of the Lost Colony
Jane's Combat Simulations: 688(I) Hunter/Killer,,1997,,7.5,,,,,,,,,,,,,Jane's Combat Simulations: 688(I) Hunter/Killer
Jazz Jackrabbit 2: The Secret Files,,1999,,7.5,,,,,,,,,,,,,Jazz Jackrabbit 2: The Secret Files
Jeanne d'Arc,PSP,,FALSE,87,,,,,,,,,,,,,Jeanne d'Arc
Jessica Plunkenstein and the Düsseldorf Conspiracy,,2005,,7.6,,,,,,,,,,,,,Jessica Plunkenstein and the Düsseldorf Conspiracy
Jet Force Gemini,N64,,FALSE,80,,,,,,,,,,,,,Jet Force Gemini
Jet Grind Radio,DREAMCAST,,FALSE,94,,,,,,,,,,,,,Jet Grind Radio
Jet Lancer,SWITCH,,FALSE,81,,,,,,,,,,,,,Jet Lancer
Jetpack Joyride,,2011,,7.6,,,,,,,,,,,,,Jetpack Joyride
Jets 'n' Guns Gold,,2007,,7.5,,,,,,,,,,,,,Jets 'n' Guns Gold
Jikkyō Oshaberi Parodius,,1995,,7.7,,,,,,,,,,,,,Jikkyō Oshaberi Parodius
Joe Danger,PS3,,FALSE,86,,,,,,,,,,,,,Joe Danger
Joe Danger 2: The Movie,X360,,FALSE,82,,,,,,,,,,,,,Joe Danger 2: The Movie
Joe Danger: Special Edition,X360,,FALSE,88,,,,,,,,,,,,,Joe Danger: Special Edition
Joe Dever's Lone Wolf,SWITCH,,FALSE,79,,,,,,,,,,,,,Joe Dever's Lone Wolf
Joe Dever's Lone Wolf HD Remastered,PC,,FALSE,78,,,,,,,,,,,,,Joe Dever's Lone Wolf HD Remastered
John Wick Hex,PS4,,FALSE,78,,,,,,,,,,,,,John Wick Hex
Joint Operations: Escalation,PC,,FALSE,78,,,,,,,,,,,,,Joint Operations: Escalation
Joint Operations: Typhoon Rising,PC,,FALSE,82,,,,,,,,,,,,,Joint Operations: Typhoon Rising
Jolly Rover,,2010,,7.5,,,,,,,,,,,,,Jolly Rover
Jotun,PC,,FALSE,79,,,,,,,,,,,,,Jotun
Journey,PS3,,FALSE,92,,,,,,,,,,,,,Journey
"Journey Down: Chapter One, The",,2012,,7.7,,,,,,,,,,,,,The Journey Down: Chapter One
"Journey Down: Chapter Three, The",,2017,,7.7,,,,,,,,,,,,,The Journey Down: Chapter Three
Journey to the Savage Planet,,2020,,7.5,,,,,,,,,,,,,Journey to the Savage Planet
"Journeyman Project 2: Buried in Time, The",,1995,,7.5,,,,,,,,,,,,,The Journeyman Project 2: Buried in Time
"Journeyman Project 3: Legacy of Time, The",,1998,,7.7,,,,,,,,,,,,,The Journeyman Project 3: Legacy of Time
JSF,,1997,,7.7,,,,,,,,,,,,,JSF
JSRF: Jet Set Radio Future,Xbox,,FALSE,88,,,,,,,,,,,,,JSRF: Jet Set Radio Future
Judgment,XBSX,,FALSE,85,,,,,,,,,,,,,Judgment
Jump Superstars,,2005,,7.7,,,,,,,,,,,,,Jump Superstars
Jumpgate: The Reconstruction Initiative,PC,,FALSE,79,,,,,,,,,,,,,Jumpgate: The Reconstruction Initiative
Jumping Flash! 2,,1996,,7.6,,,,,,,,,,,,,Jumping Flash! 2
Jungle Strike,GENESIS,1993,,8.2,,,,,,,,,,,,,Jungle Strike
Jupiter Hell,PC,,FALSE,78,,,,,,,,,,,,,Jupiter Hell
Jusant,PC,,FALSE,85,,,,,,,,,,,,,Jusant
Just Cause 2,PC,,FALSE,84,,,,,,,,,,,,,Just Cause 2
Just Crow Things,,2024,,8.1,,,,,,,,,,,,,
Just Shapes & Beats,SWITCH,,FALSE,83,,,,,,,,,,,,,Just Shapes & Beats
Kalimba,XBO,,FALSE,81,,,,,,,,,,,,,Kalimba
Kameo: Elements of Power,X360,,FALSE,79,,,,,,,,,,,,,Kameo: Elements of Power
KarmaZoo,PC,,FALSE,80,,,,,,,,,,,,,KarmaZoo
Karnaaj Rally,GBA,,FALSE,81,,,,,,,,,,,,,Karnaaj Rally
KartRider Rush+,,2020,,7.7,,,,,,,,,,,,,KartRider Rush+
Katamari Damacy,PS2,,FALSE,86,,,,,,,,,,,,,Katamari Damacy
Katamari Damacy REROLL,SWITCH,,FALSE,87,,,,,,,,,,,,,Katamari Damacy REROLL
Katana ZERO,SWITCH,,FALSE,83,,,,,,,,,,,,,Katana ZERO
Katawa Shoujo (NSFW),,2012,,7.6,,,,,,,,,,,,,Katawa Shoujo (NSFW)
Kathy Rain,,2016,,7.5,,,,,,,,,,,,,Kathy Rain
Kaze and the Wild Masks,PC,,FALSE,82,,,,,,,,,,,,,Kaze and the Wild Masks
Keep Talking and Nobody Explodes,PS4,,FALSE,88,,,,,,,,,,,,,Keep Talking and Nobody Explodes
Kelly Slater's Pro Surfer,GAMECUBE,,FALSE,80,,,,,,,,,,,,,Kelly Slater's Pro Surfer
Kelvin and the Infamous Machine,PC,,FALSE,79,,,,,,,,,,,,,Kelvin and the Infamous Machine
Kena: Bridge of Spirits,PC,,FALSE,83,,,,,,,,,,,,,Kena: Bridge of Spirits
Kentucky Route Zero,PC,,FALSE,86,,,,,,,,,,,,,Kentucky Route Zero
Kentucky Route Zero: TV Edition,PS4,,FALSE,88,,,,,,,,,,,,,Kentucky Route Zero: TV Edition
Kerbal Space Program,PC,,FALSE,88,,,,,,,,,,,,,Kerbal Space Program
Kero Blaster,PC,,FALSE,82,,,,,,,,,,,,,Kero Blaster
Keylocker: Turn Based Cyberpunk Action,,2024,,7.6,,,,,,,,,,,,,
KeyWe,,2021,,7.5,,,,,,,,,,,,,KeyWe
Kid Icarus: Uprising,3DS,,FALSE,83,,,,,,,,,,,,,Kid Icarus: Uprising
"Kids We Were: Complete Edition, The",SWITCH,,FALSE,81,,,,,,,,,,,,,The Kids We Were: Complete Edition
Kill Knight,,2024,,8.3,,,,,,,,,,,,,
Kill Monty,,2005,,7.5,,,,,,,,,,,,,Kill Monty
Killer Frequency,PC,,FALSE,82,,,,,,,,,,,,,Killer Frequency
Killer Instinct,SNES,1995,FALSE,7.9,,,,,,,,,,,,,Killer Instinct
Killer Instinct Season 3,XBO,,FALSE,86,,,,,,,,,,,,,Killer Instinct Season 3
Killer Queen Black,SWITCH,,FALSE,83,,,,,,,,,,,,,Killer Queen Black
Killer7,,2005,,7.5,,,,,,,,,,,,,Killer7
Killing Floor 2,XBO,,FALSE,79,,,,,,,,,,,,,Killing Floor 2
Killzone 2,PS3,,FALSE,91,,,,,,,,,,,,,Killzone 2
Killzone 3,PS3,,FALSE,84,,,,,,,,,,,,,Killzone 3
Killzone: Liberation,,2006,,7.5,,,,,,,,,,,,,Killzone: Liberation
Killzone: Mercenary,PS Vita,,FALSE,78,,,,,,,,,,,,,Killzone: Mercenary
Kinectimals,,2010,,7.7,,,,,,,,,,,,,Kinectimals
King Arthur: The Role-Playing Wargame,PC,,FALSE,79,,,,,,,,,,,,,King Arthur: The Role-Playing Wargame
King Arthur's Gold,,2011,,7.5,,,,,,,,,,,,,King Arthur's Gold
"King of Fighters '95, The",SATURN,1996,,7.9,,,,,,,,,,,,,The King of Fighters '95
King of Fighters R-1,,1998,,7.5,,,,,,,,,,,,,King of Fighters R-1
"King of Fighters XIII, The",X360,,FALSE,79,,,,,,,,,,,,,The King of Fighters XIII
"King of Fighters XIV, The",PS4,,FALSE,79,,,,,,,,,,,,,The King of Fighters XIV
"King of Fighters XV, The",PS4,,FALSE,80,,,,,,,,,,,,,The King of Fighters XV
King's Bounty: Armored Princess,PC,,FALSE,82,,,,,,,,,,,,,King's Bounty: Armored Princess
King's Bounty: Crossworlds,PC,,FALSE,78,,,,,,,,,,,,,King's Bounty: Crossworlds
King's Bounty: The Legend,PC,,FALSE,79,,,,,,,,,,,,,King's Bounty: The Legend
"King's Dilemma: Chronicles, The",PC,,FALSE,78,,,,,,,,,,,,,The King's Dilemma: Chronicles
King's Field,,1995,,7.5,,,,,,,,,,,,,King's Field
King's Quest III Redux: To Heir is Human,,2011,,7.5,,,,,,,,,,,,,King's Quest III Redux: To Heir is Human
King's Quest III: To Heir Is Human,,2006,,7.6,,,,,,,,,,,,,King's Quest III: To Heir Is Human
Kingdom Come Deliverance 2,,,,,,,,,,,,,,,,,Kingdom Come Deliverance 2
Kingdom Come: Deliverance,,,,,,,,,,,,,,,,,Kingdom Come: Deliverance
Kingdom Eighties,PC,,FALSE,81,,,,,,,,,,,,,Kingdom Eighties
Kingdom Hearts,PS2,,FALSE,85,,,,,,,,,,,,,Kingdom Hearts
Kingdom Hearts HD 2.5 ReMIX,PS3,,FALSE,81,,,,,,,,,,,,,Kingdom Hearts HD 2.5 ReMIX
Kingdom Hearts HD I.5 + II.5 Remix,PS4,,FALSE,84,,,,,,,,,,,,,Kingdom Hearts HD I.5 + II.5 Remix
Kingdom Hearts II,PS2,,FALSE,87,,,,,,,,,,,,,Kingdom Hearts II
Kingdom Hearts III,PS4,,FALSE,83,,,,,,,,,,,,,Kingdom Hearts III
Kingdom Hearts: Birth by Sleep,PSP,,FALSE,82,,,,,,,,,,,,,Kingdom Hearts: Birth by Sleep
Kingdom Hearts: Chain of Memories,,2004,,7.5,,,,,,,,,,,,,Kingdom Hearts: Chain of Memories
Kingdom Hearts: Melody of Memory,SWITCH,,FALSE,79,,,,,,,,,,,,,Kingdom Hearts: Melody of Memory
Kingdom Rush,,2011,,7.6,,,,,,,,,,,,,Kingdom Rush
Kingdom Rush: Frontiers,,2013,,7.5,,,,,,,,,,,,,Kingdom Rush: Frontiers
Kingdom Rush: Origins,,2014,,7.5,,,,,,,,,,,,,Kingdom Rush: Origins
Kingdom Two Crowns,SWITCH,,FALSE,85,,,,,,,,,,,,,Kingdom Two Crowns
Kingdom Under Fire: Heroes,Xbox,,FALSE,78,,,,,,,,,,,,,Kingdom Under Fire: Heroes
Kingdom Under Fire: The Crusaders,Xbox,,FALSE,81,,,,,,,,,,,,,Kingdom Under Fire: The Crusaders
Kingdom: New Lands,,2016,,7.7,,,,,,,,,,,,,Kingdom: New Lands
Kingdoms of Amalur: Reckoning,PC,,FALSE,81,,,,,,,,,,,,,Kingdoms of Amalur: Reckoning
Kingdoms of Amalur: Reckoning - The Legend of Dead Kel,X360,,FALSE,81,,,,,,,,,,,,,Kingdoms of Amalur: Reckoning - The Legend of Dead Kel
Kings of the Beach,NES,1989,,8,,,,,,,,,,,,,Kings of the Beach
Kirby & The Amazing Mirror,GBA,,FALSE,80,,,,,,,,,,,,,Kirby & The Amazing Mirror
Kirby and the Forgotten Land,SWITCH,,FALSE,85,,,,,,,,,,,,,Kirby and the Forgotten Land
Kirby and the Rainbow Curse,,2015,,7.6,,,,,,,,,,,,,Kirby and the Rainbow Curse
Kirby Mass Attack,DS,,FALSE,83,,,,,,,,,,,,,Kirby Mass Attack
Kirby Super Star,SNES,1996,FALSE,8.1,,,,,,,,,,,,,Kirby Super Star
Kirby Tilt 'n' Tumble,,2000,,7.6,,,,,,,,,,,,,Kirby Tilt 'n' Tumble
Kirby: Canvas Curse,DS,,FALSE,86,,,,,,,,,,,,,Kirby: Canvas Curse
Kirby: Nightmare in Dream Land,GBA,,FALSE,81,,,,,,,,,,,,,Kirby: Nightmare in Dream Land
Kirby: Planet Robobot,3DS,,FALSE,81,,,,,,,,,,,,,Kirby: Planet Robobot
Kirby: Triple Deluxe,3DS,,FALSE,80,,,,,,,,,,,,,Kirby: Triple Deluxe
Kirby's Adventure,NES,1993,,8.4,,,,,,,,,,,,,Kirby's Adventure
Kirby's Dream Collection: Special Edition,,2012,,7.5,,,,,,,,,,,,,Kirby's Dream Collection: Special Edition
Kirby's Dream Course,SNES,1994,FALSE,7.8,,,,,,,,,,,,,Kirby's Dream Course
Kirby's Dream Land 3,SNES,1997,FALSE,7.9,,,,,,,,,,,,,Kirby's Dream Land 3
Kirby's Epic Yarn,Wii,,FALSE,86,,,,,,,,,,,,,Kirby's Epic Yarn
Kirby's Extra Epic Yarn,3DS,,FALSE,79,,,,,,,,,,,,,Kirby's Extra Epic Yarn
Kirby's Return to Dream Land,,2011,,7.5,,,,,,,,,,,,,Kirby's Return to Dream Land
Kirby's Return to Dream Land Deluxe,SWITCH,,FALSE,79,,,,,,,,,,,,,Kirby's Return to Dream Land Deluxe
KKND2: Krossfire,,1998,,7.5,,,,,,,,,,,,,KKND2: Krossfire
Klaus,,2016,,7.6,,,,,,,,,,,,,Klaus
Klonoa,,2008,,7.5,,,,,,,,,,,,,Klonoa
Klonoa 2: Dream Champ Tournament,GBA,,FALSE,78,,,,,,,,,,,,,Klonoa 2: Dream Champ Tournament
Klonoa 2: Lunatea's Veil,PS2,,FALSE,91,,,,,,,,,,,,,Klonoa 2: Lunatea's Veil
Klonoa Phantasy Reverie Series,XBSX,,FALSE,79,,,,,,,,,,,,,Klonoa Phantasy Reverie Series
"Knight Witch, The",PC,,FALSE,79,,,,,,,,,,,,,The Knight Witch
Knights and Bikes,SWITCH,,FALSE,83,,,,,,,,,,,,,Knights and Bikes
Knights in the Nightmare,,2008,,7.7,,,,,,,,,,,,,Knights in the Nightmare
Knights of Honor,,2004,,7.7,,,,,,,,,,,,,Knights of Honor
Knights of Honor II: Sovereign,,2022,,7.5,,,,,,,,,,,,,Knights of Honor II: Sovereign
Knockout City,SWITCH,,FALSE,83,,,,,,,,,,,,,Knockout City
Knockout Kings 2001,PlayStation,,FALSE,84,,,,,,,,,,,,,Knockout Kings 2001
Knockout Kings 2002,Xbox,,FALSE,78,,,,,,,,,,,,,Knockout Kings 2002
Knockout Kings 2003,GAMECUBE,,FALSE,78,,,,,,,,,,,,,Knockout Kings 2003
Knytt,,2006,,7.6,,,,,,,,,,,,,Knytt
Kohan II: Kings of War,PC,,FALSE,81,,,,,,,,,,,,,Kohan II: Kings of War
Kohan: Ahriman's Gift,PC,,FALSE,79,,,,,,,,,,,,,Kohan: Ahriman's Gift
Kohan: Immortal Sovereigns,PC,,FALSE,87,,,,,,,,,,,,,Kohan: Immortal Sovereigns
Konami Krazy Racers,GBA,,FALSE,78,,,,,,,,,,,,,Konami Krazy Racers
KORG DS-10 PLUS,DS,,FALSE,81,,,,,,,,,,,,,KORG DS-10 PLUS
KORG DS-10 Synthesizer,DS,,FALSE,82,,,,,,,,,,,,,KORG DS-10 Synthesizer
KUNAI,PC,,FALSE,78,,,,,,,,,,,,,KUNAI
Kunitsu-Gami: Path of the Goddess,,2024,,7.7,,,,,,,,,,,,,Kunitsu-Gami: Path of the Goddess
Kunitsu-Gami: Path of the Goddess,,2024,,8.2,,,,,,,,,,,,,
Kuso,,2017,,7.7,,,,,,,,,,,,,Kuso
L.A. Noire,X360,,FALSE,89,,,,,,,,,,,,,L.A. Noire
L.A. Noire: The Complete Edition,PC,,FALSE,83,,,,,,,,,,,,,L.A. Noire: The Complete Edition
L.A. Noire: The VR Case Files,PC,,FALSE,82,,,,,,,,,,,,,L.A. Noire: The VR Case Files
La Pucelle: Tactics,PS2,,FALSE,79,,,,,,,,,,,,,La Pucelle: Tactics
La-Mulana,Wii,,FALSE,87,,,,,,,,,,,,,La-Mulana
La-Mulana (Remake),PC,,FALSE,80,,,,,,,,,,,,,La-Mulana (Remake)
La-Mulana 2,PC,,FALSE,79,,,,,,,,,,,,,La-Mulana 2
Labyrinth,,2008,,7.7,,,,,,,,,,,,,Labyrinth
Labyrinth of Galleria: The Moon Society,PS5,,FALSE,85,,,,,,,,,,,,,Labyrinth of Galleria: The Moon Society
Laika: Aged Through Blood,PC,,FALSE,83,,,,,,,,,,,,,Laika: Aged Through Blood
Lair of the Clockwork God,PC,,FALSE,84,,,,,,,,,,,,,Lair of the Clockwork God
Lamplight City,,2018,,7.5,,,,,,,,,,,,,Lamplight City
Landstalker,GENESIS,1992,,8.3,,,,,,,,,,,,,Landstalker
Langrisser I & II,,2019,,7.6,,,,,,,,,,,,,Langrisser I & II
Langrisser V: The End of Legend,SATURN,1998,,8,,,,,,,,,,,,,Langrisser V: The End of Legend
Lara Croft and the Guardian of Light,X360,,FALSE,85,,,,,,,,,,,,,Lara Croft and the Guardian of Light
"Lara Croft Collection, The",SWITCH,,FALSE,79,,,,,,,,,,,,,The Lara Croft Collection
Lara Croft GO,PS4,,FALSE,84,,,,,,,,,,,,,Lara Croft GO
Laser League,PS4,,FALSE,82,,,,,,,,,,,,,Laser League
"Last Campfire, The",SWITCH,,FALSE,83,,,,,,,,,,,,,The Last Campfire
"Last Clockwinder, The",PS5,,FALSE,83,,,,,,,,,,,,,The Last Clockwinder
"Last Door, The",PC,,FALSE,79,,,,,,,,,,,,,The Last Door
"Last Door: Season 2 - Collector's Edition, The",,2016,,7.7,,,,,,,,,,,,,The Last Door: Season 2 - Collector's Edition
"Last Door: Season 2, The",PC,,FALSE,85,,,,,,,,,,,,,The Last Door: Season 2
Last Epoch,,2019,,7.7,,,,,,,,,,,,,Last Epoch
"Last Express, The",PC,,FALSE,82,,,,,,,,,,,,,The Last Express
"Last Friend, The",SWITCH,,FALSE,86,,,,,,,,,,,,,The Last Friend
"Last Guardian, The",PS4,,FALSE,82,,,,,,,,,,,,,The Last Guardian
"Last Guy, The",,2008,,7.5,,,,,,,,,,,,,The Last Guy
"Last of Us Part I, The",PS5,,TRUE,88,,,,,,,,,,,,,The Last of Us Part I
"Last of Us Part II, The",PS4,,TRUE,93,,,,,,,,,,,,,The Last of Us Part II
"Last of Us Remastered, The",PS4,,TRUE,95,,,,,,,,,,,,,The Last of Us Remastered
"Last of Us, The",PS3,,FALSE,95,,,,,,,,,,,,,The Last of Us
"Last of Us: Left Behind, The",PS3,,FALSE,88,,,,,,,,,,,,,The Last of Us: Left Behind
"Last Show of Mr. Chardish, The",PC,,FALSE,79,,,,,,,,,,,,,The Last Show of Mr. Chardish
"Last Spell, The",PC,,FALSE,82,,,,,,,,,,,,,The Last Spell
"Last Story, The",Wii,,FALSE,80,,,,,,,,,,,,,The Last Story
Last Train Home,PC,,FALSE,80,,,,,,,,,,,,,Last Train Home
Last Window: The Secret of Cape West,,2010,,7.7,,,,,,,,,,,,,Last Window: The Secret of Cape West
Layers of Fear,XBO,,FALSE,78,,,,,,,,,,,,,Layers of Fear
Layers of Fear: Legacy,SWITCH,,FALSE,80,,,,,,,,,,,,,Layers of Fear: Legacy
Layers of Fear: Masterpiece Edition,,2016,,7.6,,,,,,,,,,,,,Layers of Fear: Masterpiece Edition
Layton Brothers: Mystery Room,,2013,,7.5,,,,,,,,,,,,,Layton Brothers: Mystery Room
Lazy Raiders,X360,,FALSE,80,,,,,,,,,,,,,Lazy Raiders
Le Mans 24 Hours,,2000,,7.5,,,,,,,,,,,,,Le Mans 24 Hours
League of Legends,PC,,FALSE,78,,,,,,,,,,,,,League of Legends
Leap of Fate,PC,,FALSE,80,,,,,,,,,,,,,Leap of Fate
Left 4 Dead,X360,,FALSE,89,,,,,,,,,,,,,Left 4 Dead
Left 4 Dead 2,X360,,FALSE,89,,,,,,,,,,,,,Left 4 Dead 2
Legacy of Kain: Defiance,,2003,,7.6,,,,,,,,,,,,,Legacy of Kain: Defiance
Legacy of Kain: Soul Reaver,PlayStation,,FALSE,91,,,,,,,,,,,,,Legacy of Kain: Soul Reaver
Legend of Grimrock,PC,,FALSE,82,,,,,,,,,,,,,Legend of Grimrock
Legend of Grimrock II,PC,,FALSE,85,,,,,,,,,,,,,Legend of Grimrock II
"Legend of Heroes: Trails From Zero, The",PC,,FALSE,90,,,,,,,,,,,,,The Legend of Heroes: Trails From Zero
"Legend of Heroes: Trails in the Sky SC, The",PC,,FALSE,80,,,,,,,,,,,,,The Legend of Heroes: Trails in the Sky SC
